
# Explanation:
#   SampleID: unique folder name for each sample.
#   Rwp(%)   : final Rwp in percent (Bragg-Only, Conventional line).
#   ZeroShift: final zero shift (degrees).
#   Biso_O1  : isotropic displacement parameter for atom O1.
#   Biso_O2  : isotropic displacement parameter for atom O2.
#   Biso_O3  : isotropic displacement parameter for atom O3.
#   Biso_Pb  : isotropic displacement parameter for atom Pb.
#   Biso_S  : isotropic displacement parameter for atom S.
#   Scale    : final scale factor.
#   U, V, W  : final peak shape parameters.
#   a, b, c  : orthorhombic lattice parameters (Å).
#   Status   : parse result from .out (OK, NO_OUT, NEG_BISO, etc.).
#   Class    : classification label [CLOSE, BOUNDARY, INVALID].
#   FirstBragg: first bragg peak 2theta from .prf

Run: 1
DateTime: 2025-05-05_13-38-19
Crystal Structure: orthorhombic
# If 'sample1' is found, we define reference_rwp = that sample's Rwp => Rref.
# Reference Rwp (Rref) from sample1 => 7.370
# Thresholds => Close < (Rref+10), Boundary < (Rref+20), else Invalid.
# SampleID        Rwp(%)    ZeroShift    Biso_O1  Biso_O2  Biso_O3  Biso_Pb  Biso_S  Scale      U        V        W       a        b        c      FirstBragg   Status     Class
sample6795       9.560     -0.11234   1.98958   1.46873   1.31848   1.41339   0.41845      1.482082   0.15553  -0.45559   0.41898   8.47803  5.39694  6.95778    20.36480  OK        CLOSE
sample6796       8.780     -0.06877   1.98952   1.46873   1.31849   1.41335   0.41845      1.480325   0.15565  -0.45552   0.41885   8.47872  5.39713  6.95891    20.40570  OK        CLOSE
sample6797       8.570     -0.07003   1.98989   1.46853   1.31854   1.41334   0.41846      1.479876   0.15552  -0.45586   0.41914   8.47888  5.39704  6.95893    20.40420  OK        CLOSE
sample6798       9.080     -0.10563   1.98964   1.46856   1.31858   1.41343   0.41851      1.481415   0.15550  -0.45574   0.41927   8.47804  5.39703  6.95846    20.37030  OK        CLOSE
sample6799      12.200     -0.12355   1.98961   1.46848   1.31851   1.41337   0.41847      1.480620   0.15551  -0.45579   0.41894   8.47870  5.39622  6.95837    20.35190  OK        CLOSE
sample68         8.440     -0.09812   1.98962   1.46847   1.31848   1.41342   0.41845      1.481441   0.15572  -0.45565   0.41930   8.47803  5.39708  6.95900    20.37690  OK        CLOSE
sample680       10.500     -0.11306   1.98974   1.46854   1.31858   1.41339   0.41847      1.479674   0.15578  -0.45612   0.41875   8.47800  5.39657  6.95903    20.36190  OK        CLOSE
sample6800      10.500     -0.10258   1.98972   1.46849   1.31848   1.41326   0.41843      1.481517   0.15566  -0.45572   0.41905   8.47966  5.39703  6.95906    20.37070  OK        CLOSE
sample6801      11.400     -0.11187   1.98968   1.46856   1.31856   1.41327   0.41846      1.479291   0.15568  -0.45633   0.41874   8.47948  5.39631  6.95909    20.36150  OK        CLOSE
sample6802       8.820     -0.10359   1.98960   1.46869   1.31862   1.41323   0.41847      1.481882   0.15574  -0.45553   0.41937   8.47853  5.39708  6.95811    20.37250  OK        CLOSE
sample6803      13.200     -0.11976   1.98954   1.46847   1.31849   1.41327   0.41844      1.480904   0.15550  -0.45598   0.41871   8.47869  5.39707  6.95881    20.35490  OK        CLOSE
sample6804       7.980     -0.07536   1.98976   1.46856   1.31869   1.41324   0.41849      1.479295   0.15548  -0.45563   0.41940   8.47940  5.39671  6.95903    20.39820  OK        CLOSE
sample6805      10.100     -0.10873   1.98969   1.46854   1.31855   1.41343   0.41848      1.479469   0.15576  -0.45620   0.41950   8.47934  5.39690  6.95793    20.36690  OK        CLOSE
sample6806       9.750     -0.10181   1.98961   1.46868   1.31845   1.41338   0.41845      1.480848   0.15573  -0.45568   0.41900   8.47878  5.39724  6.95898    20.37250  OK        CLOSE
sample6807      12.000     -0.11594   1.98977   1.46851   1.31868   1.41326   0.41851      1.480368   0.15558  -0.45560   0.41952   8.47922  5.39640  6.95895    20.35800  OK        CLOSE
sample6808      11.400     -0.05604   1.98986   1.46848   1.31847   1.41331   0.41847      1.481134   0.15578  -0.45559   0.41877   8.47888  5.39704  6.95861    20.41880  OK        CLOSE
sample6809      13.700     -0.12707   1.98968   1.46851   1.31848   1.41333   0.41845      1.480111   0.15567  -0.45587   0.41919   8.47853  5.39663  6.95858    20.34820  OK        CLOSE
sample681       10.200     -0.06306   1.98954   1.46869   1.31845   1.41325   0.41843      1.481155   0.15562  -0.45566   0.41917   8.47885  5.39711  6.95833    20.41230  OK        CLOSE
sample6810      12.700     -0.04493   1.98960   1.46863   1.31846   1.41329   0.41847      1.480266   0.15577  -0.45553   0.41942   8.47965  5.39710  6.95901    20.42840  OK        CLOSE
sample6811       9.450     -0.10403   1.98954   1.46846   1.31869   1.41347   0.41849      1.479543   0.15571  -0.45583   0.41938   8.47963  5.39645  6.95840    20.37040  OK        CLOSE
sample6812      12.000     -0.05358   1.98961   1.46853   1.31861   1.41336   0.41843      1.480742   0.15558  -0.45553   0.41929   8.47942  5.39680  6.95854    20.42090  OK        CLOSE
sample6813      10.200     -0.10722   1.98954   1.46869   1.31850   1.41335   0.41844      1.479634   0.15571  -0.45553   0.41890   8.47891  5.39715  6.95836    20.36800  OK        CLOSE
sample6814       7.640     -0.09487   1.98954   1.46860   1.31847   1.41341   0.41846      1.479576   0.15569  -0.45563   0.41910   8.47887  5.39647  6.95842    20.38030  OK        CLOSE
sample6815       9.490     -0.10597   1.98984   1.46870   1.31850   1.41332   0.41848      1.481282   0.15555  -0.45553   0.41908   8.47918  5.39660  6.95839    20.36900  OK        CLOSE
sample6816      10.200     -0.10904   1.98989   1.46853   1.31857   1.41334   0.41850      1.480667   0.15549  -0.45624   0.41922   8.47958  5.39690  6.95771    20.36670  OK        CLOSE
sample6817      12.800     -0.12359   1.98983   1.46853   1.31852   1.41332   0.41848      1.481369   0.15559  -0.45574   0.41946   8.47887  5.39691  6.95780    20.35270  OK        CLOSE
sample6818       8.940     -0.10535   1.98954   1.46863   1.31845   1.41320   0.41851      1.480322   0.15577  -0.45633   0.41935   8.47810  5.39712  6.95820    20.37100  OK        CLOSE
sample6819      18.000     -0.13734   1.98956   1.46851   1.31854   1.41345   0.41851      1.481525   0.15547  -0.45590   0.41948   8.47894  5.39696  6.95906    20.33660  OK        BOUNDARY
sample682       16.400     -0.03806   1.98964   1.46847   1.31865   1.41332   0.41850      1.481895   0.15570  -0.45589   0.41896   8.47842  5.39684  6.95868    20.43710  OK        CLOSE
sample6820      17.700     -0.13693   1.98954   1.46860   1.31859   1.41335   0.41850      1.479610   0.15576  -0.45581   0.41926   8.47917  5.39674  6.95902    20.33690  OK        BOUNDARY
sample6821       9.460     -0.10571   1.98961   1.46847   1.31859   1.41328   0.41849      1.481863   0.15561  -0.45550   0.41887   8.47945  5.39645  6.95827    20.36920  OK        CLOSE
sample6822       8.030     -0.09095   1.98986   1.46868   1.31862   1.41319   0.41850      1.480247   0.15557  -0.45628   0.41948   8.47921  5.39688  6.95908    20.38270  OK        CLOSE
sample6823       7.690     -0.10132   1.98975   1.46846   1.31860   1.41345   0.41848      1.480204   0.15558  -0.45580   0.41947   8.47834  5.39628  6.95791    20.37530  OK        CLOSE
sample6824      15.200     -0.03960   1.98965   1.46863   1.31852   1.41340   0.41849      1.479855   0.15565  -0.45556   0.41913   8.47901  5.39679  6.95890    20.43460  OK        CLOSE
sample6825      12.500     -0.11638   1.98986   1.46857   1.31846   1.41344   0.41850      1.480056   0.15570  -0.45618   0.41890   8.47914  5.39712  6.95847    20.35840  OK        CLOSE
sample6826      12.900     -0.12293   1.98956   1.46856   1.31846   1.41333   0.41848      1.480953   0.15547  -0.45560   0.41907   8.47882  5.39637  6.95880    20.35160  OK        CLOSE
sample6827      10.500     -0.11277   1.98958   1.46862   1.31850   1.41346   0.41848      1.481338   0.15552  -0.45618   0.41948   8.47844  5.39719  6.95796    20.36360  OK        CLOSE
sample6828       8.770     -0.07642   1.98982   1.46845   1.31855   1.41344   0.41849      1.481191   0.15547  -0.45586   0.41937   8.47811  5.39645  6.95877    20.39890  OK        CLOSE
sample6829      12.100     -0.11590   1.98975   1.46865   1.31866   1.41332   0.41844      1.479257   0.15577  -0.45637   0.41920   8.47953  5.39703  6.95800    20.35940  OK        CLOSE
sample683        7.660     -0.08806   1.98984   1.46862   1.31852   1.41346   0.41845      1.479786   0.15554  -0.45635   0.41938   8.47927  5.39630  6.95798    20.38750  OK        CLOSE
sample6830       8.450     -0.10052   1.98989   1.46867   1.31853   1.41335   0.41848      1.480740   0.15560  -0.45564   0.41945   8.47885  5.39670  6.95847    20.37460  OK        CLOSE
sample6831       7.730     -0.08312   1.98975   1.46867   1.31858   1.41342   0.41848      1.480296   0.15570  -0.45564   0.41877   8.47934  5.39672  6.95799    20.39240  OK        CLOSE
sample6832      10.100     -0.06492   1.98955   1.46861   1.31853   1.41324   0.41844      1.480611   0.15560  -0.45576   0.41934   8.47916  5.39672  6.95833    20.41010  OK        CLOSE
sample6833      16.400     -0.04325   1.98989   1.46850   1.31857   1.41321   0.41846      1.480310   0.15573  -0.45634   0.41939   8.47828  5.39677  6.95782    20.43360  OK        CLOSE
sample6834       8.310     -0.07673   1.98976   1.46857   1.31864   1.41330   0.41844      1.481687   0.15575  -0.45570   0.41948   8.47824  5.39713  6.95839    20.39910  OK        CLOSE
sample6835       8.610     -0.10493   1.98977   1.46867   1.31846   1.41338   0.41849      1.481850   0.15552  -0.45626   0.41898   8.47804  5.39711  6.95796    20.37190  OK        CLOSE
sample6836      16.300     -0.13795   1.98968   1.46868   1.31860   1.41333   0.41849      1.480175   0.15553  -0.45585   0.41892   8.47854  5.39647  6.95873    20.33700  OK        CLOSE
sample6837       7.340     -0.09351   1.98962   1.46871   1.31871   1.41322   0.41851      1.480955   0.15574  -0.45605   0.41878   8.47836  5.39697  6.95797    20.38300  OK        CLOSE
sample6838      12.500     -0.06137   1.98990   1.46865   1.31863   1.41335   0.41845      1.482154   0.15562  -0.45558   0.41925   8.47887  5.39630  6.95773    20.41500  OK        CLOSE
sample6839      14.100     -0.05174   1.98956   1.46849   1.31862   1.41324   0.41845      1.481280   0.15549  -0.45612   0.41870   8.47872  5.39673  6.95777    20.42470  OK        CLOSE
sample684        9.270     -0.10056   1.98979   1.46873   1.31862   1.41328   0.41846      1.481525   0.15566  -0.45555   0.41886   8.47864  5.39724  6.95885    20.37410  OK        CLOSE
sample6840      13.000     -0.05644   1.98972   1.46847   1.31851   1.41320   0.41849      1.480120   0.15554  -0.45573   0.41916   8.47879  5.39650  6.95800    20.41960  OK        CLOSE
sample6841       8.600     -0.07367   1.98959   1.46855   1.31867   1.41339   0.41845      1.481390   0.15564  -0.45558   0.41925   8.47950  5.39676  6.95817    20.40130  OK        CLOSE
sample6842      16.900     -0.04072   1.98971   1.46857   1.31851   1.41332   0.41850      1.480233   0.15562  -0.45547   0.41870   8.47861  5.39665  6.95785    20.43570  OK        CLOSE
sample6843      15.000     -0.13222   1.98984   1.46853   1.31855   1.41335   0.41847      1.482125   0.15578  -0.45551   0.41887   8.47908  5.39666  6.95805    20.34340  OK        CLOSE
sample6844      15.700     -0.13563   1.98968   1.46852   1.31850   1.41322   0.41848      1.481276   0.15559  -0.45588   0.41902   8.47965  5.39622  6.95805    20.33940  OK        CLOSE
sample6845      12.500     -0.05989   1.98973   1.46849   1.31866   1.41320   0.41848      1.479795   0.15549  -0.45598   0.41945   8.47886  5.39639  6.95781    20.41640  OK        CLOSE
sample6846      14.800     -0.04544   1.98963   1.46854   1.31861   1.41320   0.41844      1.480400   0.15574  -0.45590   0.41941   8.47837  5.39654  6.95893    20.42930  OK        CLOSE
sample6847       8.710     -0.07674   1.98953   1.46859   1.31849   1.41337   0.41850      1.479664   0.15564  -0.45627   0.41880   8.47891  5.39655  6.95806    20.39900  OK        CLOSE
sample6848      10.500     -0.06647   1.98984   1.46859   1.31855   1.41341   0.41847      1.481384   0.15555  -0.45579   0.41941   8.47938  5.39648  6.95791    20.40910  OK        CLOSE
sample6849       7.480     -0.09331   1.98955   1.46864   1.31867   1.41326   0.41850      1.480444   0.15553  -0.45576   0.41942   8.47887  5.39646  6.95831    20.38210  OK        CLOSE
sample685       13.200     -0.05056   1.98959   1.46858   1.31848   1.41343   0.41851      1.480044   0.15550  -0.45600   0.41928   8.47949  5.39670  6.95816    20.42450  OK        CLOSE
sample6850       9.470     -0.06260   1.98985   1.46874   1.31848   1.41324   0.41844      1.482062   0.15577  -0.45592   0.41926   8.47925  5.39712  6.95892    20.41130  OK        CLOSE
sample6851      15.600     -0.04358   1.98987   1.46868   1.31851   1.41322   0.41846      1.480846   0.15567  -0.45568   0.41919   8.47831  5.39705  6.95801    20.43290  OK        CLOSE
sample6852      14.600     -0.04842   1.98976   1.46862   1.31851   1.41347   0.41847      1.479798   0.15573  -0.45597   0.41943   8.47854  5.39621  6.95887    20.42630  OK        CLOSE
sample6853      12.600     -0.12030   1.98964   1.46863   1.31855   1.41322   0.41844      1.481882   0.15567  -0.45579   0.41912   8.47901  5.39662  6.95856    20.35450  OK        CLOSE
sample6854      14.200     -0.13221   1.98963   1.46851   1.31846   1.41342   0.41843      1.479768   0.15570  -0.45561   0.41949   8.47929  5.39621  6.95789    20.34350  OK        CLOSE
sample6855       7.430     -0.09710   1.98987   1.46870   1.31855   1.41322   0.41846      1.481021   0.15567  -0.45631   0.41947   8.47804  5.39621  6.95820    20.37930  OK        CLOSE
sample6856       7.760     -0.08488   1.98977   1.46847   1.31856   1.41346   0.41843      1.479860   0.15574  -0.45553   0.41924   8.47920  5.39666  6.95778    20.39110  OK        CLOSE
sample6857      10.500     -0.11000   1.98961   1.46857   1.31849   1.41342   0.41849      1.479839   0.15575  -0.45583   0.41951   8.47829  5.39716  6.95861    20.36540  OK        CLOSE
sample6858      15.500     -0.04081   1.98957   1.46863   1.31854   1.41343   0.41843      1.479554   0.15562  -0.45580   0.41872   8.47949  5.39652  6.95843    20.43370  OK        CLOSE
sample6859       7.820     -0.09990   1.98968   1.46875   1.31858   1.41331   0.41846      1.479678   0.15574  -0.45582   0.41906   8.47891  5.39639  6.95771    20.37650  OK        CLOSE
sample686        9.050     -0.07556   1.98969   1.46865   1.31868   1.41335   0.41844      1.479304   0.15574  -0.45623   0.41907   8.47821  5.39643  6.95851    20.40010  OK        CLOSE
sample6860       8.910     -0.07084   1.98969   1.46849   1.31859   1.41323   0.41847      1.481759   0.15577  -0.45616   0.41887   8.47882  5.39680  6.95865    20.40400  OK        CLOSE
sample6861      11.900     -0.06000   1.98984   1.46873   1.31865   1.41346   0.41849      1.480647   0.15569  -0.45609   0.41946   8.47893  5.39655  6.95803    20.41580  OK        CLOSE
sample6862      10.600     -0.05861   1.98972   1.46871   1.31852   1.41338   0.41845      1.481210   0.15566  -0.45613   0.41920   8.47957  5.39662  6.95906    20.41470  OK        CLOSE
sample6863      11.900     -0.05890   1.98960   1.46869   1.31865   1.41339   0.41849      1.480950   0.15551  -0.45613   0.41919   8.47868  5.39648  6.95852    20.41630  OK        CLOSE
sample6864       8.130     -0.09719   1.98986   1.46850   1.31858   1.41347   0.41847      1.478916   0.15551  -0.45589   0.41875   8.47907  5.39621  6.95877    20.37720  OK        CLOSE
sample6865      11.700     -0.11474   1.98981   1.46869   1.31856   1.41335   0.41845      1.480949   0.15555  -0.45548   0.41881   8.47905  5.39654  6.95897    20.35930  OK        CLOSE
sample6866       7.660     -0.08721   1.98974   1.46870   1.31859   1.41334   0.41844      1.479895   0.15568  -0.45585   0.41922   8.47943  5.39642  6.95876    20.38680  OK        CLOSE
sample6867       8.150     -0.09830   1.98970   1.46868   1.31858   1.41331   0.41843      1.479629   0.15564  -0.45588   0.41893   8.47937  5.39621  6.95825    20.37670  OK        CLOSE
sample6868      11.900     -0.05169   1.98961   1.46870   1.31866   1.41327   0.41850      1.480111   0.15551  -0.45571   0.41925   8.47925  5.39718  6.95859    20.42280  OK        CLOSE
sample6869       7.410     -0.08744   1.98951   1.46847   1.31846   1.41321   0.41843      1.480898   0.15565  -0.45604   0.41946   8.47821  5.39704  6.95837    20.38850  OK        CLOSE
sample687       13.500     -0.12556   1.98989   1.46851   1.31855   1.41321   0.41849      1.480785   0.15558  -0.45577   0.41949   8.47906  5.39697  6.95781    20.35050  OK        CLOSE
sample6870      10.500     -0.10911   1.98954   1.46851   1.31851   1.41330   0.41848      1.479930   0.15571  -0.45584   0.41881   8.47952  5.39669  6.95834    20.36560  OK        CLOSE
sample6871       7.530     -0.08570   1.98966   1.46848   1.31849   1.41324   0.41851      1.479830   0.15566  -0.45559   0.41898   8.47933  5.39663  6.95847    20.38890  OK        CLOSE
sample6872       7.700     -0.09788   1.98978   1.46873   1.31855   1.41341   0.41843      1.479783   0.15553  -0.45621   0.41930   8.47834  5.39705  6.95791    20.37870  OK        CLOSE
sample6873       7.870     -0.08752   1.98966   1.46852   1.31858   1.41328   0.41845      1.480680   0.15570  -0.45558   0.41889   8.47874  5.39620  6.95788    20.38870  OK        CLOSE
sample6874       8.060     -0.07475   1.98954   1.46849   1.31861   1.41332   0.41845      1.479059   0.15577  -0.45633   0.41902   8.47947  5.39683  6.95869    20.39940  OK        CLOSE
sample6875       8.770     -0.07547   1.98971   1.46859   1.31868   1.41330   0.41847      1.479253   0.15577  -0.45558   0.41948   8.47889  5.39690  6.95777    20.40080  OK        CLOSE
sample6876       8.270     -0.07901   1.98964   1.46853   1.31853   1.41337   0.41846      1.481090   0.15559  -0.45563   0.41942   8.47841  5.39689  6.95810    20.39720  OK        CLOSE
sample6877      14.400     -0.05057   1.98977   1.46869   1.31865   1.41331   0.41847      1.481045   0.15569  -0.45625   0.41875   8.47820  5.39635  6.95870    20.42480  OK        CLOSE
sample6878       8.540     -0.07338   1.98983   1.46854   1.31852   1.41345   0.41847      1.479491   0.15577  -0.45582   0.41952   8.47936  5.39635  6.95908    20.40010  OK        CLOSE
sample6879       8.520     -0.10283   1.98956   1.46857   1.31847   1.41322   0.41849      1.481144   0.15577  -0.45590   0.41912   8.47857  5.39643  6.95861    20.37230  OK        CLOSE
sample688       13.800     -0.12868   1.98953   1.46857   1.31857   1.41331   0.41850      1.480322   0.15551  -0.45615   0.41899   8.47826  5.39708  6.95794    20.34790  OK        CLOSE
sample6880      13.500     -0.04852   1.98977   1.46845   1.31862   1.41324   0.41849      1.481212   0.15575  -0.45631   0.41919   8.47853  5.39718  6.95838    20.42700  OK        CLOSE
sample6881       8.480     -0.08004   1.98985   1.46859   1.31867   1.41329   0.41846      1.481707   0.15572  -0.45631   0.41885   8.47803  5.39623  6.95905    20.39480  OK        CLOSE
sample6882      12.100     -0.05690   1.98958   1.46853   1.31861   1.41337   0.41849      1.481557   0.15553  -0.45609   0.41899   8.47869  5.39710  6.95791    20.41930  OK        CLOSE
sample6883       9.520     -0.10215   1.98963   1.46859   1.31863   1.41331   0.41849      1.481554   0.15561  -0.45585   0.41924   8.47859  5.39716  6.95895    20.37240  OK        CLOSE
sample6884       7.700     -0.09899   1.98982   1.46861   1.31870   1.41335   0.41845      1.480597   0.15562  -0.45554   0.41928   8.47872  5.39633  6.95800    20.37710  OK        CLOSE
sample6885      13.600     -0.11808   1.98984   1.46858   1.31849   1.41329   0.41846      1.480570   0.15567  -0.45587   0.41872   8.47938  5.39700  6.95900    20.35560  OK        CLOSE
sample6886      10.600     -0.11371   1.98977   1.46873   1.31850   1.41335   0.41844      1.481715   0.15559  -0.45617   0.41952   8.47865  5.39705  6.95787    20.36270  OK        CLOSE
sample6887       9.650     -0.10623   1.98967   1.46853   1.31848   1.41328   0.41843      1.479817   0.15574  -0.45632   0.41879   8.47840  5.39669  6.95906    20.36830  OK        CLOSE
sample6888      12.300     -0.11265   1.98986   1.46845   1.31861   1.41339   0.41848      1.481271   0.15572  -0.45566   0.41944   8.47954  5.39698  6.95886    20.36110  OK        CLOSE
sample6889       7.470     -0.08549   1.98972   1.46872   1.31857   1.41338   0.41848      1.480618   0.15553  -0.45582   0.41904   8.47901  5.39679  6.95877    20.38890  OK        CLOSE
sample689        7.980     -0.07868   1.98973   1.46872   1.31871   1.41345   0.41846      1.480389   0.15567  -0.45569   0.41941   8.47911  5.39654  6.95864    20.39590  OK        CLOSE
sample6890      15.000     -0.13465   1.98966   1.46857   1.31865   1.41333   0.41846      1.481237   0.15576  -0.45590   0.41871   8.47845  5.39679  6.95800    20.34170  OK        CLOSE
sample6891      10.700     -0.10983   1.98973   1.46848   1.31870   1.41340   0.41846      1.480608   0.15574  -0.45570   0.41872   8.47804  5.39725  6.95891    20.36530  OK        CLOSE
sample6892       8.210     -0.10239   1.98990   1.46848   1.31848   1.41321   0.41843      1.481031   0.15558  -0.45573   0.41928   8.47824  5.39694  6.95802    20.37410  OK        CLOSE
sample6893       8.180     -0.10095   1.98960   1.46849   1.31865   1.41319   0.41844      1.479303   0.15548  -0.45597   0.41881   8.47880  5.39659  6.95819    20.37470  OK        CLOSE
sample6894       8.180     -0.09687   1.98975   1.46860   1.31851   1.41320   0.41847      1.481012   0.15575  -0.45627   0.41881   8.47936  5.39658  6.95839    20.37790  OK        CLOSE
sample6895      12.600     -0.05776   1.98957   1.46857   1.31848   1.41330   0.41847      1.480012   0.15547  -0.45606   0.41910   8.47846  5.39633  6.95852    20.41770  OK        CLOSE
sample6896      12.600     -0.05610   1.98975   1.46871   1.31848   1.41340   0.41845      1.481633   0.15551  -0.45560   0.41907   8.47856  5.39632  6.95882    20.41870  OK        CLOSE
sample6897       8.090     -0.07751   1.98987   1.46874   1.31867   1.41338   0.41844      1.480317   0.15565  -0.45588   0.41880   8.47852  5.39668  6.95903    20.39690  OK        CLOSE
sample6898      15.700     -0.12927   1.98986   1.46853   1.31855   1.41341   0.41845      1.480490   0.15573  -0.45574   0.41899   8.47853  5.39720  6.95893    20.34530  OK        CLOSE
sample6899      15.300     -0.04587   1.98982   1.46866   1.31869   1.41328   0.41847      1.480373   0.15567  -0.45571   0.41908   8.47834  5.39708  6.95772    20.43110  OK        CLOSE
sample69        14.500     -0.04812   1.98982   1.46862   1.31861   1.41328   0.41849      1.479960   0.15556  -0.45610   0.41888   8.47888  5.39654  6.95830    20.42730  OK        CLOSE
sample690       13.800     -0.05368   1.98983   1.46850   1.31851   1.41338   0.41848      1.481062   0.15559  -0.45592   0.41878   8.47869  5.39626  6.95829    20.42190  OK        CLOSE
sample6900       9.110     -0.07719   1.98964   1.46872   1.31866   1.41325   0.41846      1.479635   0.15574  -0.45594   0.41939   8.47853  5.39640  6.95795    20.39920  OK        CLOSE
sample6901       8.750     -0.07310   1.98983   1.46850   1.31871   1.41321   0.41843      1.481138   0.15547  -0.45601   0.41947   8.47897  5.39647  6.95878    20.40130  OK        CLOSE
sample6902      10.500     -0.06165   1.98981   1.46852   1.31871   1.41326   0.41847      1.480083   0.15555  -0.45631   0.41907   8.47885  5.39694  6.95857    20.41330  OK        CLOSE
sample6903       7.510     -0.08394   1.98969   1.46851   1.31850   1.41331   0.41850      1.480310   0.15555  -0.45549   0.41872   8.47861  5.39686  6.95880    20.39080  OK        CLOSE
sample6904      13.900     -0.12522   1.98980   1.46854   1.31858   1.41324   0.41846      1.480929   0.15548  -0.45590   0.41923   8.47928  5.39659  6.95850    20.34940  OK        CLOSE
sample6905       7.360     -0.09085   1.98971   1.46847   1.31853   1.41332   0.41845      1.480424   0.15554  -0.45636   0.41912   8.47826  5.39670  6.95860    20.38460  OK        CLOSE
sample6906      14.300     -0.04432   1.98991   1.46860   1.31858   1.41342   0.41850      1.481074   0.15574  -0.45592   0.41926   8.47907  5.39712  6.95820    20.43110  OK        CLOSE
sample6907       7.920     -0.09138   1.98987   1.46858   1.31864   1.41330   0.41850      1.479516   0.15572  -0.45636   0.41905   8.47949  5.39702  6.95845    20.38310  OK        CLOSE
sample6908      15.300     -0.13386   1.98976   1.46871   1.31865   1.41344   0.41849      1.480227   0.15551  -0.45598   0.41870   8.47885  5.39647  6.95847    20.34120  OK        CLOSE
sample6909      10.900     -0.05830   1.98985   1.46853   1.31863   1.41342   0.41849      1.480957   0.15565  -0.45616   0.41911   8.47879  5.39690  6.95894    20.41600  OK        CLOSE
sample691       10.200     -0.10368   1.98963   1.46864   1.31864   1.41324   0.41844      1.479582   0.15575  -0.45637   0.41920   8.47954  5.39680  6.95899    20.36980  OK        CLOSE
sample6910      10.900     -0.11173   1.98964   1.46859   1.31846   1.41327   0.41845      1.480012   0.15563  -0.45604   0.41888   8.47906  5.39674  6.95856    20.36300  OK        CLOSE
sample6911       8.440     -0.09625   1.98988   1.46856   1.31858   1.41340   0.41843      1.482068   0.15561  -0.45594   0.41929   8.47956  5.39717  6.95789    20.37920  OK        CLOSE
sample6912      17.200     -0.13673   1.98962   1.46865   1.31852   1.41338   0.41851      1.479727   0.15547  -0.45602   0.41915   8.47900  5.39682  6.95874    20.33770  OK        CLOSE
sample6913       7.560     -0.08835   1.98962   1.46846   1.31856   1.41346   0.41848      1.479826   0.15565  -0.45611   0.41875   8.47943  5.39688  6.95836    20.38640  OK        CLOSE
sample6914      10.300     -0.05979   1.98962   1.46849   1.31853   1.41342   0.41844      1.479320   0.15559  -0.45551   0.41944   8.47953  5.39665  6.95906    20.41360  OK        CLOSE
sample6915       7.380     -0.08916   1.98971   1.46856   1.31869   1.41329   0.41848      1.480550   0.15555  -0.45621   0.41928   8.47870  5.39679  6.95793    20.38710  OK        CLOSE
sample6916      13.600     -0.12489   1.98989   1.46874   1.31866   1.41344   0.41846      1.480520   0.15554  -0.45581   0.41879   8.47860  5.39666  6.95880    20.34990  OK        CLOSE
sample6917       7.670     -0.09319   1.98987   1.46861   1.31862   1.41334   0.41848      1.480435   0.15549  -0.45629   0.41873   8.47833  5.39670  6.95898    20.38150  OK        CLOSE
sample6918      16.500     -0.13074   1.98986   1.46859   1.31846   1.41342   0.41850      1.480681   0.15559  -0.45603   0.41891   8.47929  5.39695  6.95890    20.34320  OK        CLOSE
sample6919      12.100     -0.11729   1.98965   1.46854   1.31871   1.41338   0.41850      1.480652   0.15572  -0.45579   0.41942   8.47960  5.39635  6.95856    20.35690  OK        CLOSE
sample692        7.410     -0.09118   1.98958   1.46868   1.31854   1.41335   0.41843      1.480908   0.15555  -0.45558   0.41909   8.47848  5.39667  6.95777    20.38550  OK        CLOSE
sample6920       7.330     -0.09282   1.98985   1.46875   1.31849   1.41320   0.41846      1.481214   0.15567  -0.45610   0.41918   8.47836  5.39700  6.95796    20.38370  OK        CLOSE
sample6921       9.540     -0.10360   1.98978   1.46866   1.31860   1.41345   0.41850      1.480767   0.15572  -0.45632   0.41910   8.47968  5.39668  6.95830    20.37100  OK        CLOSE
sample6922      11.700     -0.05807   1.98974   1.46853   1.31867   1.41330   0.41850      1.482070   0.15549  -0.45633   0.41944   8.47938  5.39642  6.95847    20.41650  OK        CLOSE
sample6923       8.150     -0.07853   1.98968   1.46853   1.31862   1.41340   0.41847      1.479271   0.15574  -0.45606   0.41886   8.47932  5.39655  6.95825    20.39650  OK        CLOSE
sample6924      15.700     -0.13235   1.98962   1.46868   1.31850   1.41331   0.41847      1.479606   0.15555  -0.45553   0.41881   8.47965  5.39655  6.95823    20.34240  OK        CLOSE
sample6925      12.200     -0.12174   1.98960   1.46855   1.31861   1.41334   0.41849      1.480006   0.15571  -0.45596   0.41907   8.47927  5.39648  6.95793    20.35390  OK        CLOSE
sample6926      16.300     -0.03811   1.98989   1.46872   1.31851   1.41319   0.41846      1.480252   0.15577  -0.45606   0.41897   8.47863  5.39666  6.95880    20.43660  OK        CLOSE
sample6927      11.000     -0.06080   1.98984   1.46856   1.31868   1.41343   0.41845      1.481778   0.15569  -0.45593   0.41891   8.47875  5.39668  6.95862    20.41410  OK        CLOSE
sample6928      10.000     -0.06774   1.98990   1.46860   1.31860   1.41333   0.41851      1.479722   0.15570  -0.45576   0.41912   8.47949  5.39634  6.95830    20.40700  OK        CLOSE
