
# Explanation:
#   SampleID: unique folder name for each sample.
#   Rwp(%)   : final Rwp in percent (Bragg-Only, Conventional line).
#   ZeroShift: final zero shift (degrees).
#   Biso_Ce  : isotropic displacement parameter for atom Ce.
#   Biso_O  : isotropic displacement parameter for atom O.
#   Scale    : final scale factor.
#   U, V, W  : final peak shape parameters.
#   a        : cubic lattice parameter (Å).
#   Status   : parse result from .out (OK, NO_OUT, NEG_BISO, etc.).
#   Class    : classification label [CLOSE, BOUNDARY, INVALID].
#   FirstBragg: first bragg peak 2theta from .prf

Run: 1
DateTime: 2025-05-12_05-34-00
Crystal Structure: cubic
# If 'sample1' is found, we define reference_rwp = that sample's Rwp => Rref.
# Reference Rwp (Rref) from sample1 => 12.600
# Thresholds => Close < (Rref+10), Boundary < (Rref+20), else Invalid.
# SampleID        Rwp(%)    ZeroShift    Biso_Ce  Biso_O  Scale      U        V        W       a      FirstBragg   Status     Class
sample652       12.500     -0.02109   0.03938   0.84882      0.000644   0.02156  -0.03970   0.01965   5.41123    28.52630  OK        CLOSE
sample6520      15.200     -0.02541   0.03938   0.84889      0.000644   0.02155  -0.03966   0.01967   5.41153    28.52040  OK        CLOSE
sample6521      15.900     -0.01278   0.03938   0.84882      0.000644   0.02154  -0.03963   0.01964   5.41128    28.53440  OK        CLOSE
sample6522      14.900     -0.01507   0.03938   0.84881      0.000644   0.02154  -0.03966   0.01967   5.41118    28.53260  OK        CLOSE
sample6523      13.300     -0.02316   0.03938   0.84887      0.000644   0.02155  -0.03964   0.01965   5.41147    28.52300  OK        CLOSE
sample6524      14.800     -0.01543   0.03938   0.84878      0.000644   0.02155  -0.03963   0.01965   5.41116    28.53240  OK        CLOSE
sample6525      12.900     -0.01564   0.03938   0.84878      0.000644   0.02156  -0.03964   0.01964   5.41164    28.52960  OK        CLOSE
sample6526      13.700     -0.02363   0.03938   0.84879      0.000644   0.02153  -0.03965   0.01965   5.41151    28.52230  OK        CLOSE
sample6527      14.100     -0.01379   0.03938   0.84879      0.000644   0.02156  -0.03966   0.01967   5.41147    28.53240  OK        CLOSE
sample6528      13.700     -0.01608   0.03938   0.84885      0.000644   0.02152  -0.03963   0.01966   5.41132    28.53090  OK        CLOSE
sample6529      13.500     -0.01584   0.03938   0.84891      0.000644   0.02156  -0.03963   0.01967   5.41139    28.53070  OK        CLOSE
sample653       14.000     -0.01359   0.03938   0.84891      0.000644   0.02154  -0.03966   0.01967   5.41151    28.53240  OK        CLOSE
sample6530      12.800     -0.01915   0.03938   0.84891      0.000644   0.02153  -0.03966   0.01968   5.41166    28.52600  OK        CLOSE
sample6531      13.500     -0.02412   0.03938   0.84882      0.000644   0.02153  -0.03967   0.01967   5.41143    28.52230  OK        CLOSE
sample6532      14.800     -0.02567   0.03938   0.84886      0.000644   0.02153  -0.03969   0.01967   5.41147    28.52050  OK        CLOSE
sample6533      12.700     -0.01758   0.03938   0.84890      0.000644   0.02154  -0.03964   0.01966   5.41152    28.52830  OK        CLOSE
sample6534      12.500     -0.02234   0.03938   0.84886      0.000644   0.02155  -0.03963   0.01965   5.41123    28.52510  OK        CLOSE
sample6535      13.900     -0.01503   0.03938   0.84880      0.000644   0.02154  -0.03969   0.01967   5.41139    28.53160  OK        CLOSE
sample6536      12.700     -0.01748   0.03938   0.84889      0.000644   0.02154  -0.03970   0.01968   5.41157    28.52820  OK        CLOSE
sample6537      12.800     -0.02096   0.03938   0.84885      0.000644   0.02155  -0.03968   0.01965   5.41156    28.52470  OK        CLOSE
sample6538      14.500     -0.02403   0.03938   0.84886      0.000645   0.02156  -0.03966   0.01966   5.41158    28.52150  OK        CLOSE
sample6539      13.700     -0.01297   0.03938   0.84878      0.000644   0.02153  -0.03964   0.01966   5.41162    28.53240  OK        CLOSE
sample654       13.000     -0.01734   0.03938   0.84878      0.000644   0.02155  -0.03964   0.01964   5.41137    28.52940  OK        CLOSE
sample6540      12.600     -0.01921   0.03938   0.84885      0.000644   0.02155  -0.03964   0.01966   5.41156    28.52640  OK        CLOSE
sample6541      14.800     -0.01364   0.03938   0.84890      0.000644   0.02153  -0.03963   0.01965   5.41134    28.53320  OK        CLOSE
sample6542      12.500     -0.02039   0.03938   0.84886      0.000645   0.02155  -0.03965   0.01965   5.41139    28.52620  OK        CLOSE
sample6543      13.200     -0.02445   0.03938   0.84886      0.000644   0.02155  -0.03964   0.01965   5.41130    28.52260  OK        CLOSE
sample6544      12.500     -0.02039   0.03938   0.84891      0.000643   0.02154  -0.03964   0.01965   5.41144    28.52600  OK        CLOSE
sample6545      12.700     -0.01730   0.03938   0.84887      0.000644   0.02154  -0.03969   0.01966   5.41158    28.52830  OK        CLOSE
sample6546      14.800     -0.02582   0.03938   0.84894      0.000645   0.02153  -0.03968   0.01967   5.41145    28.52050  OK        CLOSE
sample6547      12.900     -0.02244   0.03938   0.84878      0.000644   0.02154  -0.03965   0.01966   5.41147    28.52370  OK        CLOSE
sample6548      13.300     -0.01580   0.03938   0.84890      0.000644   0.02156  -0.03968   0.01966   5.41146    28.53040  OK        CLOSE
sample6549      13.600     -0.01344   0.03938   0.84891      0.000644   0.02155  -0.03967   0.01966   5.41160    28.53200  OK        CLOSE
sample655       15.600     -0.02484   0.03938   0.84887      0.000644   0.02152  -0.03968   0.01966   5.41164    28.52040  OK        CLOSE
sample6550      13.800     -0.01522   0.03938   0.84894      0.000644   0.02156  -0.03965   0.01965   5.41140    28.53130  OK        CLOSE
sample6551      13.300     -0.01574   0.03938   0.84880      0.000644   0.02152  -0.03964   0.01967   5.41146    28.53050  OK        CLOSE
sample6552      13.900     -0.01695   0.03938   0.84889      0.000644   0.02154  -0.03964   0.01965   5.41119    28.53070  OK        CLOSE
sample6553      13.000     -0.02342   0.03938   0.84894      0.000645   0.02154  -0.03966   0.01968   5.41137    28.52330  OK        CLOSE
sample6554      14.400     -0.02562   0.03938   0.84882      0.000644   0.02156  -0.03965   0.01967   5.41141    28.52080  OK        CLOSE
sample6555      14.000     -0.01543   0.03938   0.84891      0.000644   0.02153  -0.03966   0.01964   5.41131    28.53160  OK        CLOSE
sample6556      13.900     -0.02207   0.03938   0.84881      0.000644   0.02156  -0.03970   0.01967   5.41168    28.52290  OK        CLOSE
sample6557      12.700     -0.01797   0.03938   0.84890      0.000643   0.02155  -0.03968   0.01968   5.41161    28.52740  OK        CLOSE
sample6558      12.600     -0.01897   0.03938   0.84892      0.000644   0.02156  -0.03967   0.01965   5.41142    28.52750  OK        CLOSE
sample6559      13.700     -0.02415   0.03938   0.84893      0.000643   0.02153  -0.03969   0.01968   5.41145    28.52210  OK        CLOSE
sample656       13.500     -0.02437   0.03938   0.84890      0.000644   0.02153  -0.03965   0.01967   5.41139    28.52220  OK        CLOSE
sample6560      13.700     -0.01405   0.03938   0.84882      0.000644   0.02156  -0.03964   0.01966   5.41152    28.53180  OK        CLOSE
sample6561      14.500     -0.01384   0.03938   0.84890      0.000644   0.02155  -0.03970   0.01967   5.41137    28.53290  OK        CLOSE
sample6562      14.300     -0.01180   0.03938   0.84884      0.000644   0.02154  -0.03967   0.01964   5.41161    28.53360  OK        CLOSE
sample6563      13.600     -0.02528   0.03938   0.84892      0.000644   0.02152  -0.03967   0.01966   5.41129    28.52180  OK        CLOSE
sample6564      14.800     -0.01452   0.03938   0.84888      0.000644   0.02156  -0.03968   0.01968   5.41125    28.53280  OK        CLOSE
sample6565      12.800     -0.01629   0.03938   0.84893      0.000643   0.02152  -0.03968   0.01965   5.41168    28.52870  OK        CLOSE
sample6566      13.600     -0.02348   0.03938   0.84882      0.000644   0.02153  -0.03967   0.01964   5.41150    28.52250  OK        CLOSE
sample6567      12.800     -0.01937   0.03938   0.84887      0.000644   0.02156  -0.03964   0.01964   5.41125    28.52800  OK        CLOSE
sample6568      16.000     -0.01107   0.03938   0.84883      0.000644   0.02154  -0.03966   0.01965   5.41144    28.53530  OK        CLOSE
sample6569      12.700     -0.01713   0.03938   0.84880      0.000644   0.02156  -0.03969   0.01966   5.41160    28.52830  OK        CLOSE
sample657       12.700     -0.01687   0.03938   0.84882      0.000644   0.02156  -0.03969   0.01965   5.41166    28.52830  OK        CLOSE
sample6570      13.000     -0.02099   0.03938   0.84893      0.000644   0.02156  -0.03966   0.01966   5.41163    28.52430  OK        CLOSE
sample6571      12.600     -0.02061   0.03938   0.84883      0.000645   0.02153  -0.03969   0.01965   5.41152    28.52530  OK        CLOSE
sample6572      14.000     -0.01523   0.03938   0.84894      0.000643   0.02154  -0.03970   0.01965   5.41135    28.53160  OK        CLOSE
sample6573      13.100     -0.01472   0.03938   0.84883      0.000644   0.02154  -0.03965   0.01964   5.41162    28.53060  OK        CLOSE
sample6574      12.500     -0.02117   0.03938   0.84881      0.000644   0.02156  -0.03963   0.01964   5.41141    28.52530  OK        CLOSE
sample6575      13.000     -0.02272   0.03938   0.84892      0.000643   0.02154  -0.03965   0.01965   5.41147    28.52340  OK        CLOSE
sample6576      14.300     -0.01265   0.03938   0.84884      0.000644   0.02157  -0.03964   0.01966   5.41154    28.53320  OK        CLOSE
sample6577      12.600     -0.02343   0.03938   0.84883      0.000644   0.02153  -0.03966   0.01968   5.41118    28.52430  OK        CLOSE
sample6578      17.800     -0.01159   0.03938   0.84879      0.000644   0.02153  -0.03969   0.01964   5.41120    28.53600  OK        CLOSE
sample6579      13.700     -0.01634   0.03938   0.84884      0.000645   0.02155  -0.03968   0.01965   5.41131    28.53070  OK        CLOSE
sample658       15.900     -0.01312   0.03938   0.84894      0.000643   0.02152  -0.03967   0.01966   5.41125    28.53420  OK        CLOSE
sample6580      14.300     -0.01273   0.03938   0.84882      0.000644   0.02155  -0.03965   0.01965   5.41151    28.53320  OK        CLOSE
sample6581      12.800     -0.01837   0.03938   0.84886      0.000644   0.02156  -0.03964   0.01966   5.41135    28.52840  OK        CLOSE
sample6582      12.800     -0.01906   0.03938   0.84889      0.000645   0.02156  -0.03964   0.01966   5.41128    28.52810  OK        CLOSE
sample6583      16.400     -0.02574   0.03938   0.84893      0.000644   0.02157  -0.03965   0.01964   5.41164    28.51950  OK        CLOSE
sample6584      15.500     -0.01344   0.03938   0.84892      0.000644   0.02153  -0.03968   0.01966   5.41127    28.53380  OK        CLOSE
sample6585      12.800     -0.01789   0.03938   0.84890      0.000644   0.02153  -0.03968   0.01967   5.41140    28.52870  OK        CLOSE
sample6586      13.500     -0.01805   0.03938   0.84883      0.000643   0.02154  -0.03968   0.01965   5.41120    28.52960  OK        CLOSE
sample6587      12.500     -0.02092   0.03938   0.84880      0.000644   0.02152  -0.03965   0.01966   5.41135    28.52590  OK        CLOSE
sample6588      13.600     -0.01634   0.03938   0.84882      0.000645   0.02154  -0.03963   0.01968   5.41133    28.53060  OK        CLOSE
sample6589      13.300     -0.02363   0.03938   0.84889      0.000644   0.02155  -0.03969   0.01965   5.41143    28.52280  OK        CLOSE
sample659       12.600     -0.02062   0.03938   0.84886      0.000644   0.02155  -0.03963   0.01964   5.41152    28.52530  OK        CLOSE
sample6590      18.100     -0.01111   0.03938   0.84884      0.000644   0.02154  -0.03963   0.01964   5.41122    28.53640  OK        CLOSE
sample6591      13.600     -0.02558   0.03938   0.84890      0.000644   0.02156  -0.03967   0.01966   5.41126    28.52170  OK        CLOSE
sample6592      13.800     -0.01363   0.03938   0.84891      0.000644   0.02155  -0.03969   0.01967   5.41154    28.53220  OK        CLOSE
sample6593      17.400     -0.01225   0.03938   0.84881      0.000644   0.02155  -0.03968   0.01966   5.41118    28.53550  OK        CLOSE
sample6594      15.000     -0.01401   0.03938   0.84880      0.000644   0.02152  -0.03966   0.01965   5.41128    28.53320  OK        CLOSE
sample6595      13.300     -0.01381   0.03938   0.84885      0.000645   0.02154  -0.03963   0.01965   5.41166    28.53130  OK        CLOSE
sample6596      13.100     -0.01459   0.03938   0.84881      0.000643   0.02154  -0.03964   0.01968   5.41166    28.53050  OK        CLOSE
sample6597      14.400     -0.01241   0.03938   0.84878      0.000644   0.02156  -0.03970   0.01964   5.41152    28.53350  OK        CLOSE
sample6598      14.300     -0.02374   0.03938   0.84887      0.000644   0.02155  -0.03963   0.01966   5.41158    28.52180  OK        CLOSE
sample6599      13.500     -0.02278   0.03938   0.84883      0.000644   0.02154  -0.03963   0.01967   5.41155    28.52300  OK        CLOSE
sample66        15.000     -0.01440   0.03938   0.84887      0.000645   0.02155  -0.03968   0.01968   5.41124    28.53300  OK        CLOSE
sample660       13.300     -0.01875   0.03938   0.84888      0.000644   0.02155  -0.03966   0.01966   5.41118    28.52900  OK        CLOSE
sample6600      14.300     -0.01342   0.03938   0.84883      0.000645   0.02152  -0.03966   0.01968   5.41146    28.53280  OK        CLOSE
sample6601      12.700     -0.02272   0.03938   0.84878      0.000644   0.02153  -0.03970   0.01967   5.41136    28.52410  OK        CLOSE
sample6602      17.500     -0.01234   0.03938   0.84894      0.000644   0.02156  -0.03968   0.01964   5.41116    28.53550  OK        CLOSE
sample6603      12.700     -0.01804   0.03938   0.84893      0.000644   0.02153  -0.03964   0.01968   5.41148    28.52810  OK        CLOSE
sample6604      13.400     -0.02439   0.03938   0.84883      0.000644   0.02157  -0.03967   0.01965   5.41136    28.52240  OK        CLOSE
sample6605      12.900     -0.01577   0.03938   0.84881      0.000644   0.02153  -0.03963   0.01965   5.41165    28.52940  OK        CLOSE
sample6606      12.700     -0.02296   0.03938   0.84883      0.000644   0.02153  -0.03963   0.01966   5.41135    28.52380  OK        CLOSE
sample6607      14.900     -0.01487   0.03938   0.84883      0.000643   0.02153  -0.03969   0.01966   5.41120    28.53270  OK        CLOSE
sample6608      13.900     -0.01704   0.03938   0.84883      0.000645   0.02155  -0.03966   0.01968   5.41120    28.53060  OK        CLOSE
sample6609      14.700     -0.02492   0.03938   0.84883      0.000643   0.02153  -0.03970   0.01967   5.41152    28.52100  OK        CLOSE
sample661       15.700     -0.01125   0.03938   0.84880      0.000644   0.02153  -0.03970   0.01968   5.41146    28.53500  OK        CLOSE
sample6610      12.800     -0.01898   0.03938   0.84881      0.000644   0.02156  -0.03969   0.01965   5.41167    28.52610  OK        CLOSE
sample6611      12.700     -0.01726   0.03938   0.84881      0.000644   0.02153  -0.03964   0.01965   5.41169    28.52770  OK        CLOSE
sample6612      15.600     -0.01215   0.03938   0.84881      0.000643   0.02155  -0.03963   0.01964   5.41139    28.53450  OK        CLOSE
sample6613      13.400     -0.02525   0.03938   0.84884      0.000644   0.02153  -0.03964   0.01965   5.41127    28.52200  OK        CLOSE
sample6614      14.900     -0.01159   0.03938   0.84885      0.000645   0.02155  -0.03968   0.01967   5.41152    28.53430  OK        CLOSE
sample6615      12.500     -0.02235   0.03938   0.84891      0.000644   0.02155  -0.03968   0.01965   5.41129    28.52480  OK        CLOSE
sample6616      15.200     -0.01180   0.03938   0.84894      0.000643   0.02156  -0.03969   0.01965   5.41146    28.53440  OK        CLOSE
sample6617      13.600     -0.02512   0.03938   0.84879      0.000644   0.02156  -0.03970   0.01966   5.41133    28.52180  OK        CLOSE
sample6618      14.000     -0.01471   0.03938   0.84880      0.000644   0.02153  -0.03968   0.01967   5.41140    28.53180  OK        CLOSE
sample6619      15.600     -0.01413   0.03938   0.84892      0.000644   0.02154  -0.03968   0.01966   5.41119    28.53350  OK        CLOSE
sample662       14.200     -0.01500   0.03938   0.84892      0.000645   0.02156  -0.03968   0.01965   5.41132    28.53200  OK        CLOSE
sample6620      13.100     -0.01432   0.03938   0.84892      0.000644   0.02155  -0.03969   0.01968   5.41168    28.53070  OK        CLOSE
sample6621      13.800     -0.01348   0.03938   0.84884      0.000645   0.02155  -0.03968   0.01966   5.41155    28.53220  OK        CLOSE
sample6622      14.700     -0.02455   0.03938   0.84879      0.000644   0.02152  -0.03968   0.01967   5.41156    28.52110  OK        CLOSE
sample6623      12.500     -0.02266   0.03938   0.84885      0.000643   0.02155  -0.03968   0.01968   5.41124    28.52470  OK        CLOSE
sample6624      12.600     -0.01835   0.03938   0.84891      0.000644   0.02152  -0.03969   0.01967   5.41154    28.52740  OK        CLOSE
sample6625      13.600     -0.02563   0.03938   0.84880      0.000644   0.02155  -0.03963   0.01965   5.41127    28.52160  OK        CLOSE
sample6626      12.600     -0.02122   0.03938   0.84893      0.000644   0.02155  -0.03966   0.01967   5.41146    28.52500  OK        CLOSE
sample6627      14.200     -0.01562   0.03938   0.84884      0.000644   0.02154  -0.03969   0.01965   5.41126    28.53170  OK        CLOSE
sample6628      14.000     -0.02584   0.03938   0.84881      0.000644   0.02156  -0.03970   0.01967   5.41131    28.52120  OK        CLOSE
sample6629      15.500     -0.02414   0.03938   0.84893      0.000644   0.02155  -0.03966   0.01964   5.41169    28.52080  OK        CLOSE
sample663       13.600     -0.02250   0.03938   0.84884      0.000644   0.02154  -0.03964   0.01967   5.41159    28.52300  OK        CLOSE
sample6630      13.200     -0.01548   0.03938   0.84882      0.000644   0.02156  -0.03964   0.01967   5.41153    28.53040  OK        CLOSE
sample6631      13.600     -0.02332   0.03938   0.84878      0.000644   0.02153  -0.03968   0.01965   5.41152    28.52260  OK        CLOSE
sample6632      13.100     -0.02276   0.03938   0.84879      0.000644   0.02156  -0.03970   0.01965   5.41148    28.52340  OK        CLOSE
sample6633      13.300     -0.02376   0.03938   0.84890      0.000644   0.02153  -0.03968   0.01965   5.41140    28.52280  OK        CLOSE
sample6634      12.500     -0.02071   0.03938   0.84879      0.000644   0.02155  -0.03970   0.01964   5.41141    28.52580  OK        CLOSE
sample6635      12.900     -0.01589   0.03938   0.84893      0.000643   0.02156  -0.03966   0.01965   5.41164    28.52930  OK        CLOSE
sample6636      14.400     -0.02497   0.03938   0.84883      0.000644   0.02157  -0.03965   0.01968   5.41148    28.52110  OK        CLOSE
sample6637      14.900     -0.01493   0.03938   0.84878      0.000643   0.02153  -0.03963   0.01966   5.41120    28.53270  OK        CLOSE
sample6638      13.500     -0.01653   0.03938   0.84893      0.000644   0.02155  -0.03969   0.01966   5.41132    28.53040  OK        CLOSE
sample6639      16.600     -0.02594   0.03938   0.84885      0.000644   0.02153  -0.03964   0.01965   5.41164    28.51930  OK        CLOSE
sample664       12.700     -0.02344   0.03938   0.84879      0.000644   0.02154  -0.03965   0.01965   5.41129    28.52370  OK        CLOSE
sample6640      12.600     -0.01910   0.03938   0.84890      0.000644   0.02156  -0.03969   0.01967   5.41154    28.52670  OK        CLOSE
sample6641      12.600     -0.01960   0.03938   0.84886      0.000644   0.02153  -0.03968   0.01967   5.41156    28.52610  OK        CLOSE
sample6642      13.500     -0.02525   0.03938   0.84894      0.000644   0.02154  -0.03965   0.01968   5.41127    28.52200  OK        CLOSE
sample6643      13.200     -0.01829   0.03938   0.84879      0.000645   0.02153  -0.03969   0.01965   5.41123    28.52910  OK        CLOSE
sample6644      13.600     -0.01430   0.03938   0.84878      0.000644   0.02154  -0.03966   0.01966   5.41152    28.53160  OK        CLOSE
sample6645      12.500     -0.02155   0.03938   0.84881      0.000644   0.02157  -0.03964   0.01967   5.41137    28.52520  OK        CLOSE
sample6646      14.100     -0.01162   0.03938   0.84891      0.000644   0.02156  -0.03964   0.01966   5.41168    28.53340  OK        CLOSE
sample6647      14.600     -0.01460   0.03938   0.84887      0.000643   0.02154  -0.03968   0.01967   5.41127    28.53260  OK        CLOSE
sample6648      15.600     -0.01135   0.03938   0.84883      0.000644   0.02156  -0.03965   0.01965   5.41146    28.53480  OK        CLOSE
sample6649      15.300     -0.01416   0.03938   0.84890      0.000644   0.02157  -0.03968   0.01964   5.41122    28.53340  OK        CLOSE
sample665       12.900     -0.01594   0.03938   0.84887      0.000644   0.02156  -0.03969   0.01967   5.41156    28.52980  OK        CLOSE
sample6650      15.900     -0.02481   0.03938   0.84880      0.000644   0.02156  -0.03963   0.01967   5.41168    28.52020  OK        CLOSE
sample6651      12.500     -0.02146   0.03938   0.84891      0.000643   0.02154  -0.03964   0.01966   5.41126    28.52590  OK        CLOSE
sample6652      12.600     -0.01782   0.03938   0.84887      0.000644   0.02154  -0.03967   0.01965   5.41160    28.52770  OK        CLOSE
sample6653      12.700     -0.01774   0.03938   0.84884      0.000644   0.02153  -0.03967   0.01966   5.41158    28.52780  OK        CLOSE
sample6654      16.400     -0.01336   0.03938   0.84894      0.000644   0.02153  -0.03964   0.01967   5.41118    28.53440  OK        CLOSE
sample6655      13.700     -0.01728   0.03938   0.84884      0.000644   0.02157  -0.03969   0.01967   5.41122    28.53020  OK        CLOSE
sample6656      16.200     -0.02553   0.03938   0.84885      0.000644   0.02154  -0.03968   0.01965   5.41164    28.51970  OK        CLOSE
sample6657      12.600     -0.01896   0.03938   0.84882      0.000644   0.02154  -0.03969   0.01967   5.41151    28.52700  OK        CLOSE
sample6658      13.300     -0.01835   0.03938   0.84878      0.000644   0.02153  -0.03969   0.01966   5.41120    28.52930  OK        CLOSE
sample6659      13.900     -0.02538   0.03938   0.84882      0.000644   0.02155  -0.03962   0.01967   5.41136    28.52140  OK        CLOSE
sample666       15.300     -0.01219   0.03938   0.84883      0.000644   0.02153  -0.03967   0.01966   5.41142    28.53420  OK        CLOSE
sample6660      12.900     -0.01541   0.03938   0.84880      0.000644   0.02155  -0.03964   0.01965   5.41166    28.52970  OK        CLOSE
sample6661      13.400     -0.01460   0.03938   0.84892      0.000644   0.02152  -0.03968   0.01965   5.41153    28.53120  OK        CLOSE
sample6662      14.000     -0.01184   0.03938   0.84892      0.000645   0.02155  -0.03969   0.01967   5.41166    28.53330  OK        CLOSE
sample6663      13.000     -0.01563   0.03938   0.84883      0.000644   0.02155  -0.03970   0.01965   5.41154    28.53020  OK        CLOSE
sample6664      12.700     -0.02284   0.03938   0.84889      0.000644   0.02155  -0.03970   0.01967   5.41133    28.52410  OK        CLOSE
sample6665      15.100     -0.01118   0.03938   0.84886      0.000644   0.02155  -0.03966   0.01967   5.41155    28.53460  OK        CLOSE
sample6666      13.600     -0.01778   0.03938   0.84880      0.000644   0.02154  -0.03969   0.01965   5.41118    28.52990  OK        CLOSE
sample6667      12.600     -0.02259   0.03938   0.84891      0.000644   0.02155  -0.03968   0.01964   5.41132    28.52440  OK        CLOSE
sample6668      12.600     -0.01950   0.03938   0.84891      0.000644   0.02154  -0.03963   0.01967   5.41156    28.52620  OK        CLOSE
sample6669      12.600     -0.01870   0.03938   0.84885      0.000643   0.02153  -0.03966   0.01968   5.41151    28.52720  OK        CLOSE
sample667       12.900     -0.01969   0.03938   0.84891      0.000643   0.02155  -0.03963   0.01968   5.41169    28.52530  OK        CLOSE
sample6670      13.000     -0.01691   0.03938   0.84890      0.000644   0.02155  -0.03965   0.01965   5.41141    28.52960  OK        CLOSE
sample6671      12.500     -0.02239   0.03938   0.84885      0.000644   0.02155  -0.03966   0.01966   5.41126    28.52490  OK        CLOSE
sample6672      13.400     -0.01358   0.03938   0.84881      0.000644   0.02157  -0.03963   0.01966   5.41168    28.53150  OK        CLOSE
sample6673      13.400     -0.02565   0.03938   0.84891      0.000644   0.02153  -0.03968   0.01964   5.41120    28.52200  OK        CLOSE
sample6674      14.600     -0.01285   0.03938   0.84880      0.000644   0.02153  -0.03963   0.01967   5.41144    28.53350  OK        CLOSE
sample6675      13.500     -0.02194   0.03938   0.84892      0.000643   0.02155  -0.03966   0.01968   5.41163    28.52330  OK        CLOSE
sample6676      12.700     -0.01828   0.03938   0.84894      0.000644   0.02156  -0.03968   0.01967   5.41162    28.52710  OK        CLOSE
sample6677      13.400     -0.02269   0.03938   0.84879      0.000643   0.02156  -0.03970   0.01965   5.41154    28.52310  OK        CLOSE
sample6678      12.600     -0.01787   0.03938   0.84888      0.000644   0.02154  -0.03963   0.01965   5.41160    28.52760  OK        CLOSE
sample6679      13.100     -0.01566   0.03938   0.84887      0.000643   0.02156  -0.03963   0.01965   5.41151    28.53030  OK        CLOSE
sample668       12.500     -0.02156   0.03938   0.84881      0.000644   0.02155  -0.03966   0.01966   5.41136    28.52520  OK        CLOSE
sample6680      12.800     -0.02061   0.03938   0.84889      0.000644   0.02154  -0.03970   0.01966   5.41160    28.52480  OK        CLOSE
sample6681      12.600     -0.02010   0.03938   0.84881      0.000644   0.02154  -0.03968   0.01965   5.41128    28.52710  OK        CLOSE
sample6682      13.200     -0.01564   0.03938   0.84882      0.000643   0.02156  -0.03966   0.01968   5.41150    28.53040  OK        CLOSE
sample6683      13.200     -0.01577   0.03938   0.84894      0.000644   0.02154  -0.03967   0.01965   5.41147    28.53040  OK        CLOSE
sample6684      12.800     -0.01972   0.03938   0.84893      0.000644   0.02156  -0.03966   0.01968   5.41167    28.52540  OK        CLOSE
sample6685      12.600     -0.02103   0.03938   0.84890      0.000644   0.02153  -0.03963   0.01967   5.41121    28.52660  OK        CLOSE
sample6686      12.600     -0.02065   0.03938   0.84884      0.000644   0.02153  -0.03966   0.01968   5.41127    28.52660  OK        CLOSE
sample6687      12.900     -0.01553   0.03938   0.84878      0.000645   0.02153  -0.03963   0.01966   5.41168    28.52950  OK        CLOSE
sample6688      14.400     -0.02272   0.03938   0.84882      0.000644   0.02156  -0.03965   0.01966   5.41169    28.52230  OK        CLOSE
sample6689      16.200     -0.01367   0.03938   0.84888      0.000644   0.02157  -0.03968   0.01968   5.41116    28.53410  OK        CLOSE
sample669       13.300     -0.01406   0.03938   0.84889      0.000644   0.02153  -0.03970   0.01964   5.41162    28.53130  OK        CLOSE
sample6690      15.500     -0.02486   0.03938   0.84885      0.000644   0.02154  -0.03963   0.01965   5.41163    28.52050  OK        CLOSE
sample6691      15.800     -0.01391   0.03938   0.84893      0.000644   0.02153  -0.03963   0.01966   5.41120    28.53370  OK        CLOSE
sample6692      12.800     -0.01611   0.03938   0.84894      0.000645   0.02153  -0.03966   0.01965   5.41166    28.52900  OK        CLOSE
sample6693      12.500     -0.02266   0.03938   0.84887      0.000643   0.02154  -0.03967   0.01967   5.41120    28.52500  OK        CLOSE
sample6694      12.700     -0.01781   0.03938   0.84887      0.000643   0.02156  -0.03969   0.01967   5.41154    28.52800  OK        CLOSE
sample6695      12.800     -0.01849   0.03938   0.84890      0.000644   0.02153  -0.03968   0.01965   5.41133    28.52840  OK        CLOSE
sample6696      12.800     -0.01617   0.03938   0.84882      0.000644   0.02153  -0.03964   0.01967   5.41167    28.52890  OK        CLOSE
sample6697      13.900     -0.01268   0.03938   0.84882      0.000644   0.02155  -0.03963   0.01967   5.41161    28.53270  OK        CLOSE
sample6698      14.000     -0.02476   0.03938   0.84889      0.000644   0.02155  -0.03967   0.01965   5.41144    28.52150  OK        CLOSE
sample6699      12.500     -0.02115   0.03938   0.84883      0.000644   0.02155  -0.03970   0.01965   5.41137    28.52560  OK        CLOSE
sample67        12.800     -0.02190   0.03938   0.84878      0.000644   0.02153  -0.03963   0.01966   5.41151    28.52410  OK        CLOSE
sample670       13.500     -0.01781   0.03938   0.84885      0.000644   0.02156  -0.03968   0.01967   5.41122    28.52970  OK        CLOSE
sample6700      12.600     -0.01970   0.03938   0.84888      0.000643   0.02153  -0.03969   0.01967   5.41139    28.52690  OK        CLOSE
sample6701      13.000     -0.01791   0.03938   0.84889      0.000644   0.02154  -0.03966   0.01966   5.41132    28.52900  OK        CLOSE
sample6702      16.100     -0.01304   0.03938   0.84890      0.000645   0.02153  -0.03969   0.01965   5.41123    28.53440  OK        CLOSE
sample6703      12.900     -0.01591   0.03938   0.84880      0.000644   0.02155  -0.03967   0.01968   5.41162    28.52940  OK        CLOSE
sample6704      12.600     -0.01879   0.03938   0.84888      0.000644   0.02153  -0.03964   0.01968   5.41145    28.52750  OK        CLOSE
sample6705      12.900     -0.02195   0.03938   0.84894      0.000645   0.02156  -0.03964   0.01964   5.41153    28.52390  OK        CLOSE
sample6706      12.500     -0.02064   0.03938   0.84878      0.000644   0.02155  -0.03962   0.01965   5.41146    28.52560  OK        CLOSE
